지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),평균 풍속(m/s)
545,안산,2019-01-29,-2.5,-11.4,6.4,.6
545,안산,2019-01-30,-.6,-7.7,7.6,.4
545,안산,2019-01-31,-1.1,-5.1,2,1.6
545,안산,2019-02-01,-4.1,-12.2,4.6,.7
545,안산,2019-02-02,.6,-9.1,7.9,.8
545,안산,2019-02-03,3.5,1.4,5.9,1
545,안산,2019-02-04,-1.3,-5.8,4,.8
545,안산,2019-02-05,.1,-7.5,10.1,.5
545,안산,2019-02-06,3.6,-4.9,10.6,.4
545,안산,2019-02-07,-1.4,-7.5,4.9,2.5
545,안산,2019-02-08,-5.3,-9.9,0,1.1
545,안산,2019-02-09,-4.1,-7.6,-.5,1.5
545,안산,2019-02-10,-4.5,-10.9,-1.3,.9
545,안산,2019-02-11,-4,-10.3,2.5,.9
545,안산,2019-02-12,-1.1,-8.4,4.7,.7
545,안산,2019-02-13,-2.5,-9.4,2.7,1
545,안산,2019-02-14,-2.2,-9,5.1,.7
545,안산,2019-02-15,-.5,-2.3,1.3,.8
545,안산,2019-02-16,-1.8,-5,1.9,1.3
545,안산,2019-02-17,-3.5,-10.9,4.2,.6
545,안산,2019-02-18,-1.2,-9.5,5.6,.6
545,안산,2019-02-19,.6,-2.4,3.3,.5
545,안산,2019-02-20,.9,-4.2,6.4,.7
545,안산,2019-02-21,-.5,-6.8,8.2,.6
545,안산,2019-02-22,.4,-6.2,9.4,.7
545,안산,2019-02-23,2.9,-4.3,14.3,.6
545,안산,2019-02-24,2.8,-5.5,12.4,.6
545,안산,2019-02-25,2.2,-3.6,8.8,.8
545,안산,2019-02-26,2.2,-6.9,10.2,.7
545,안산,2019-02-27,4.5,-.6,12.5,.6
545,안산,2019-02-28,2.8,-4.3,12.5,.6
545,안산,2019-03-01,2.6,-5,12.7,.6
545,안산,2019-03-02,3.7,-5.1,14.5,.5
545,안산,2019-03-03,5.6,-3.7,15.4,.7
545,안산,2019-03-04,5.7,-.3,14.2,.7
545,안산,2019-03-05,4.7,-2.7,13.2,.5
545,안산,2019-03-06,5.5,-.1,11,.8
545,안산,2019-03-07,4.1,-2.1,12.9,.8
545,안산,2019-03-08,2.6,-5.7,12.7,.6
545,안산,2019-03-09,4.5,-5.8,14.5,.5
545,안산,2019-03-10,8.5,0,16.4,.8
545,안산,2019-03-11,3.8,-2.7,9.4,.6
545,안산,2019-03-12,3.8,-.1,8.3,1.3
545,안산,2019-03-13,3.7,-1.9,8.8,1.4
545,안산,2019-03-14,4.1,-6.3,10.2,.8
545,안산,2019-03-15,5,-1.7,12.4,.8
545,안산,2019-03-16,4,-2.3,10,.9
545,안산,2019-03-17,3.8,-2.9,12.3,.7
545,안산,2019-03-18,4.4,-4.4,13.6,.6
545,안산,2019-03-19,6.6,-2.4,16.8,.6
545,안산,2019-03-20,8.4,.9,15.6,.9
545,안산,2019-03-21,7.1,2.6,11.2,1.7
545,안산,2019-03-22,4.1,-.2,9,1.5
545,안산,2019-03-23,3,-4.6,9.7,1.6
545,안산,2019-03-24,3,-4.6,10.1,.9
545,안산,2019-03-25,6.1,-2.3,13.8,1.2
545,안산,2019-03-26,8.7,1,16.2,.7
545,안산,2019-03-27,10,1.8,16.8,1.6
545,안산,2019-03-28,8,2.7,13.4,1.1
545,안산,2019-03-29,8.7,4.3,13.4,1.2
545,안산,2019-03-30,5.5,3.5,9.3,1.4
545,안산,2019-03-31,5.3,3.6,9.8,2.1
545,안산,2019-04-01,4.8,-3.3,11,1.2
545,안산,2019-04-02,5,-4,12.4,.8
545,안산,2019-04-03,5.5,-2.7,14,.9
545,안산,2019-04-04,7.3,-2.6,16.4,1.2
545,안산,2019-04-05,9.4,1.3,16.6,1.1
545,안산,2019-04-06,8.7,-.1,14.1,.7
545,안산,2019-04-07,11.4,2,20.2,1
545,안산,2019-04-08,9,.7,16.4,.9
545,안산,2019-04-09,8.6,4.1,14.4,2.2
545,안산,2019-04-10,6.8,3,10.5,1.1
545,안산,2019-04-11,7.6,.3,15.4,.7
545,안산,2019-04-12,8.2,.7,17.2,.7
545,안산,2019-04-13,9.1,.5,17.9,.7
545,안산,2019-04-14,8,2.1,13.9,.9
545,안산,2019-04-15,8.7,-1,18.4,.8
545,안산,2019-04-16,11.6,.5,22.9,.6
545,안산,2019-04-17,12.2,3.4,21.2,.8
545,안산,2019-04-18,11.2,5.2,18,.8
545,안산,2019-04-19,13.5,6.9,19.5,1
545,안산,2019-04-20,13.6,7.6,19.5,.9
545,안산,2019-04-21,13,8.8,20.1,.8
545,안산,2019-04-22,16,6,26.9,.9
545,안산,2019-04-23,16.9,10.2,24.8,.7
545,안산,2019-04-24,16.4,11.1,22.7,.8
545,안산,2019-04-25,12.6,8.2,17.4,1
545,안산,2019-04-26,8,5.4,10,.8
545,안산,2019-04-27,9.7,.8,16.7,1
545,안산,2019-04-28,11.3,5.8,18,.6
545,안산,2019-04-29,10.6,5.1,15.7,.4
545,안산,2019-04-30,12.9,4.4,21.1,.8
545,안산,2019-05-01,12.3,6.6,19.6,.9
545,안산,2019-05-02,13.6,4.5,24,.9
545,안산,2019-05-03,14,4,24.6,.8
545,안산,2019-05-04,14.8,6.2,24.8,.7
545,안산,2019-05-05,15.7,7.2,25.2,.8
545,안산,2019-05-06,12.8,6.3,19.1,1.9
545,안산,2019-05-07,12,2.6,21.8,.8
545,안산,2019-05-08,12.8,3.1,21.5,1
545,안산,2019-05-09,13.7,6.7,21.7,.9
545,안산,2019-05-10,13.6,4.5,23.7,.9
545,안산,2019-05-11,14.9,6.9,24.3,.9
545,안산,2019-05-12,16.2,6.6,26.3,.8
545,안산,2019-05-13,15.7,8.8,23.2,.7
545,안산,2019-05-14,16.7,8.6,25.8,.8
545,안산,2019-05-15,17.8,10.5,26.6,.8
545,안산,2019-05-16,20.1,12,29.1,.8
545,안산,2019-05-17,19.5,12.6,27.3,.7
545,안산,2019-05-18,20.4,14.3,25.3,1.6
545,안산,2019-05-19,18.8,17.1,20.7,1.3
545,안산,2019-05-20,14.9,8.1,19.3,1.2
545,안산,2019-05-21,15.1,6.6,23.8,1.2
545,안산,2019-05-22,16.9,7,26.7,1.1
545,안산,2019-05-23,18.4,8.8,28.6,.7
545,안산,2019-05-24,20.7,11.2,31.9,.9
545,안산,2019-05-25,20.1,12.4,28.4,.7
545,안산,2019-05-26,21.3,13.1,30.1,.8
545,안산,2019-05-27,16.5,14.4,21.8,1.6
545,안산,2019-05-28,16.3,7.5,23.2,1
545,안산,2019-05-29,17,8.2,26.2,.9
545,안산,2019-05-30,17.8,8.1,25.3,1.1
545,안산,2019-05-31,17.6,12,23.4,1.1
545,안산,2019-06-01,16.1,9.6,23.6,.9
545,안산,2019-06-02,18,9,26.9,.7
545,안산,2019-06-03,20.2,10.5,28.5,.8
545,안산,2019-06-04,19.8,11.5,27.9,.9
545,안산,2019-06-05,20,16.2,26.1,1.1
545,안산,2019-06-06,20.1,15.8,24.7,.9
545,안산,2019-06-07,19.1,15.5,24.8,1.5
545,안산,2019-06-08,19.3,12.3,26.7,.7
545,안산,2019-06-09,19.8,15.3,25.1,.9
545,안산,2019-06-10,17.9,14,23.1,1
545,안산,2019-06-11,18.3,12.6,25.2,.9
545,안산,2019-06-12,18.3,11.7,24.9,.8
545,안산,2019-06-13,19.9,12,27.3,.8
545,안산,2019-06-14,19.6,14.5,26.8,1
545,안산,2019-06-15,19.3,13.8,25.8,1
545,안산,2019-06-16,19.1,11.8,26.9,.8
545,안산,2019-06-17,19.6,13.9,24.9,1
545,안산,2019-06-18,20.1,15,25,.8
545,안산,2019-06-19,20.7,16.9,26.5,.7
545,안산,2019-06-20,21.3,16.8,26.6,1.1
545,안산,2019-06-21,20.7,16.6,25.8,.9
545,안산,2019-06-22,21.6,14.3,29.3,.9
545,안산,2019-06-23,21.9,13.1,29.5,.9
545,안산,2019-06-24,22.1,15.6,29.7,.8
545,안산,2019-06-25,22.1,13.3,30.8,.8
545,안산,2019-06-26,22.4,14.8,27.9,.7
545,안산,2019-06-27,23.6,19.5,28.8,.7
545,안산,2019-06-28,22.2,18.9,29.5,.6
545,안산,2019-06-29,21.8,18.4,26.5,.7
545,안산,2019-06-30,22.1,17.5,26.9,.9
545,안산,2019-07-01,21.9,16.8,28.4,.9
545,안산,2019-07-02,23,17.8,28.8,1
545,안산,2019-07-03,21.6,16.4,27.7,.9
545,안산,2019-07-04,22.6,15,30.3,.9
545,안산,2019-07-05,23.8,15.1,31.7,1
545,안산,2019-07-06,27,15.8,35.2,.9
545,안산,2019-07-07,26.1,18.3,32.5,1.6
545,안산,2019-07-08,24.3,19.2,30.5,1.6
545,안산,2019-07-09,23.9,15.3,31.1,1.3
545,안산,2019-07-10,22,18.8,27.1,1.7
545,안산,2019-07-11,21.2,18,24.6,1.3
545,안산,2019-07-12,22.3,17.8,28,.9
545,안산,2019-07-13,22.4,18.4,28.1,.8
545,안산,2019-07-14,23.5,19.1,30.3,.8
545,안산,2019-07-15,23.3,19.6,26.8,.7
545,안산,2019-07-16,23.3,19.3,28.8,.7
545,안산,2019-07-17,24.2,18.7,29.5,.6
545,안산,2019-07-18,25.5,19.9,32.8,.8
545,안산,2019-07-19,26.9,18.6,34.1,1.1
545,안산,2019-07-20,27.7,24.6,30.9,2.5
545,안산,2019-07-21,24.4,23.6,27.2,1
545,안산,2019-07-22,25.5,21.3,31.4,1
545,안산,2019-07-23,27.1,21.4,33.4,.9
545,안산,2019-07-24,25.3,24,27.1,.5
545,안산,2019-07-25,25.5,24.6,27,.6
545,안산,2019-07-26,25.2,24.2,28.3,1.1
545,안산,2019-07-27,27.2,24.1,32.8,.7
545,안산,2019-07-28,25.2,24.4,27,.9
545,안산,2019-07-29,26.9,23.3,31.3,1.2
545,안산,2019-07-30,27.8,25.3,31.6,1.6
545,안산,2019-07-31,26,23.6,28.6,1.3
545,안산,2019-08-01,26.5,24,31.4,.8
545,안산,2019-08-02,27.6,23,33.7,.8
545,안산,2019-08-03,28.2,22.3,35,.7
545,안산,2019-08-04,27.6,22.7,33.4,.7
545,안산,2019-08-05,28.2,22.4,35.7,.7
545,안산,2019-08-06,29.8,23.9,35.8,.9
545,안산,2019-08-07,26.6,23.3,32.7,.6
545,안산,2019-08-08,27.8,22.8,33.1,.7
545,안산,2019-08-09,27.6,22.3,33.5,.7
545,안산,2019-08-10,29.1,22.4,35.9,.9
545,안산,2019-08-11,29.5,24.5,35.2,2.2
545,안산,2019-08-12,26.3,24.2,30.3,1
545,안산,2019-08-13,27.8,23.9,34.7,.7
545,안산,2019-08-14,27.8,23.3,34.8,.7
545,안산,2019-08-15,24.8,22.8,26.9,.9
545,안산,2019-08-16,25.3,21.6,29.7,.9
545,안산,2019-08-17,24,18.5,28,.8
545,안산,2019-08-18,23.4,18.1,29.8,.6
545,안산,2019-08-19,23.7,17.5,31.1,.6
545,안산,2019-08-20,25.1,18.8,31.9,.6
545,안산,2019-08-21,25.4,20.5,31.5,.6
545,안산,2019-08-22,25.3,22.1,29.9,.7
545,안산,2019-08-23,24.5,20.2,29.5,.8
545,안산,2019-08-24,21.4,17.4,27.3,.5
545,안산,2019-08-25,22.6,16.4,29,.6
545,안산,2019-08-26,23.9,17.5,30.9,.6
545,안산,2019-08-27,24.1,20.7,28.8,.6
545,안산,2019-08-28,24.3,19.9,29.4,.7
545,안산,2019-08-29,21.8,18.4,27.3,.8
545,안산,2019-08-30,21.6,16.3,27.2,1
545,안산,2019-08-31,21.4,15,28,.7
545,안산,2019-09-01,21.3,15,27.8,.4
545,안산,2019-09-02,22.6,16.9,28.8,.5
545,안산,2019-09-03,22.9,19.4,26.7,.8
545,안산,2019-09-04,22.6,21.3,26.5,1
545,안산,2019-09-05,23,21.1,27.4,.7
545,안산,2019-09-06,24.7,20.9,28.8,.7
545,안산,2019-09-07,25.4,22.8,30.4,3.3
545,안산,2019-09-08,23.7,21.4,27.6,.7
545,안산,2019-09-09,23.4,21.2,26.6,.5
545,안산,2019-09-10,23.9,22.2,28.6,.7
545,안산,2019-09-11,23.9,21.1,27.8,1.3
545,안산,2019-09-12,,17.5,22.6,1.3
545,안산,2019-09-13,20.6,,,
545,안산,2019-09-14,21.2,17.8,24.6,.5
545,안산,2019-09-15,22.8,18,28.9,.5
545,안산,2019-09-16,21.5,15,29.5,.7
545,안산,2019-09-17,20.4,11.4,29.1,.7
545,안산,2019-09-18,20.1,12.1,26.5,1.3
545,안산,2019-09-19,17.8,8.3,26.2,.9
545,안산,2019-09-20,18.4,12.7,23.9,.7
545,안산,2019-09-21,17.8,15.1,21.9,.7
545,안산,2019-09-22,17.2,15,19.2,1.5
545,안산,2019-09-23,18,11.6,24.9,.9
545,안산,2019-09-24,15.9,9.8,25.2,.4
545,안산,2019-09-25,17.7,10.4,25.8,.4
545,안산,2019-09-26,20,14.4,26.9,.5
545,안산,2019-09-27,20.3,14.8,27.3,.4
545,안산,2019-09-28,21,15.5,28.3,.5
545,안산,2019-09-29,19,12.7,27.6,.6
545,안산,2019-09-30,19,12.5,28.2,.5
545,안산,2019-10-01,20.5,13.3,27.2,.5
545,안산,2019-10-03,21.8,16.7,28.6,1.1
545,안산,2019-10-04,20.4,15,27.2,.7
545,안산,2019-10-05,18.2,12.3,22.5,.8
545,안산,2019-10-06,16.9,11,22.7,1.2
545,안산,2019-10-07,14.9,,,
545,안산,2019-10-08,13.9,7.4,20.9,1.2
545,안산,2019-10-09,11,3.9,20.3,.6
545,안산,2019-10-10,13.6,6.7,21,.4
545,안산,2019-10-11,17.3,9.6,25,.7
545,안산,2019-10-12,17.7,10.6,24,2.1
545,안산,2019-10-13,14,7.1,23.2,.6
545,안산,2019-10-14,13.1,7.2,20,.9
545,안산,2019-10-15,11.5,3.9,21.4,.6
545,안산,2019-10-16,12.6,5.2,20.5,.4
545,안산,2019-10-17,12.4,7.2,21.3,.5
545,안산,2019-10-18,14.7,7.7,23.4,.7
545,안산,2019-10-19,14.3,7.3,23.1,.5
545,안산,2019-10-20,13.1,7.6,22.4,.4
545,안산,2019-10-21,13.8,6.3,23.4,.5
545,안산,2019-10-22,14.3,8.1,23.7,.5
545,안산,2019-10-23,14.5,9.4,20.3,.6
545,안산,2019-10-24,16.6,9.3,24.1,.8
545,안산,2019-10-25,15.4,8.2,22.3,.8
545,안산,2019-10-26,9.3,3.4,14.7,1.2
545,안산,2019-10-27,8,.2,17.6,.4
545,안산,2019-10-28,11.5,2.4,18,.9
545,안산,2019-10-29,12.1,6.3,19.1,.7
545,안산,2019-10-30,8.5,1.1,18.1,.5
545,안산,2019-10-31,12.9,4.2,20.7,.7
545,안산,2019-11-01,12.3,4.9,20.5,.6
545,안산,2019-11-02,10.8,3.3,18.9,.3
545,안산,2019-11-03,11.8,4.7,20.6,.4
545,안산,2019-11-04,10.9,4.8,20.1,.5
545,안산,2019-11-05,8.9,3.3,18,.4
545,안산,2019-11-06,8.5,1.2,17.4,.5
545,안산,2019-11-07,7.1,.2,14.9,.8
545,안산,2019-11-08,3.9,-4,13.1,.5
545,안산,2019-11-09,5.7,-2.5,17.1,.5
545,안산,2019-11-10,8.9,1,16.5,.8
545,안산,2019-11-11,11.5,4.6,17.2,1.1
545,안산,2019-11-12,7,.8,16.1,.3
545,안산,2019-11-13,6.7,2.5,12.1,.9
545,안산,2019-11-14,1,-3.5,6.6,1.3
545,안산,2019-11-15,6.9,-3.3,11.1,.9
545,안산,2019-11-16,6.3,1.2,14.3,.4
545,안산,2019-11-17,8.9,1.8,13.4,.9
545,안산,2019-11-18,5.7,1,13.7,2.1
545,안산,2019-11-19,1.6,-4.1,7.1,1.2
545,안산,2019-11-20,-.1,-6,7.1,.8
545,안산,2019-11-21,3.1,-5.7,10.7,.4
545,안산,2019-11-22,7,-1.3,18,.5
545,안산,2019-11-23,10.2,2.4,17.7,.5
545,안산,2019-11-24,9.2,3.8,18.3,1.1
545,안산,2019-11-25,1.3,-2.4,5.6,1.1
545,안산,2019-11-26,4.9,-2.8,14,.6
545,안산,2019-11-27,3.8,-.9,8,1.4
545,안산,2019-11-28,2.9,-2.5,10.8,.8
545,안산,2019-11-29,.7,-6.3,9.1,.8
545,안산,2019-11-30,2.6,-5.6,10.8,.3
545,안산,2019-12-01,4.9,3,7,.5
545,안산,2019-12-02,1.1,-3.2,5.4,1.7
545,안산,2019-12-03,-.5,-7.3,2.9,.4
545,안산,2019-12-04,1.7,-4.1,8.8,.5
545,안산,2019-12-05,-2.9,-8.4,1.9,1.6
545,안산,2019-12-06,-6.2,-12.5,.1,.7
545,안산,2019-12-07,-2.3,-9.8,4.2,.6
545,안산,2019-12-08,-2.9,-9,6.5,.3
545,안산,2019-12-09,3,-5.6,8.8,.8
545,안산,2019-12-10,5.6,.7,12.4,.3
545,안산,2019-12-11,5.4,.5,10.6,1.3
545,안산,2019-12-12,-.9,-6.6,5,.9
545,안산,2019-12-13,.6,-7.7,6.6,.6
545,안산,2019-12-14,2.1,-3.1,7,1.2
545,안산,2019-12-15,2.3,-5.3,12.5,.4
545,안산,2019-12-16,6.3,-2.6,15,.4
545,안산,2019-12-17,7.3,3,10.2,.8
545,안산,2019-12-18,1.2,-1.7,5,.9
545,안산,2019-12-19,-.6,-5.4,5,.9
545,안산,2019-12-20,-1.4,-7.5,4.3,.7
545,안산,2019-12-21,-2,-8.7,3.7,.3
545,안산,2019-12-22,2.5,-2.5,9.2,.3
545,안산,2019-12-23,2.1,-3.7,5.6,.7
545,안산,2019-12-24,-1.1,-6.2,7.5,.4
545,안산,2019-12-25,-.2,-6.5,7.5,.3
545,안산,2019-12-26,1.9,-1.3,4.9,1.2
545,안산,2019-12-27,-2.1,-7.4,4.3,.8
545,안산,2019-12-28,-1.5,-7.6,7.4,.4
545,안산,2019-12-29,2.3,-4.4,6.5,.6
545,안산,2019-12-30,2.6,-4.2,7.1,1.3
545,안산,2019-12-31,-6.7,-9.8,-3.1,1.8
545,안산,2020-01-01,-2,-7.1,1.1,.6
545,안산,2020-01-02,.4,-2.9,3.4,.2
545,안산,2020-01-03,-1.5,-6.5,5.6,.5
545,안산,2020-01-04,-1.2,-7.4,8.2,.4
545,안산,2020-01-05,-1.5,-8.7,7.8,.4
545,안산,2020-01-06,3.1,-3.5,5.8,1.2
545,안산,2020-01-07,7.7,4.9,11.7,1.2
545,안산,2020-01-08,3,-.1,10.9,1.7
545,안산,2020-01-09,-.6,-5.3,3.8,1
545,안산,2020-01-10,-2,-6.5,5,.4
545,안산,2020-01-11,-.6,-6.3,5.9,.5
545,안산,2020-01-12,-.2,-5.9,3.6,.9
545,안산,2020-01-13,-2.2,-6.8,2.1,.9
545,안산,2020-01-14,-2.6,-8.5,4,.4
545,안산,2020-01-15,-3.8,-10,3.7,.7
545,안산,2020-01-16,-3.3,-9,4.5,.5
545,안산,2020-01-17,-2.9,-8.4,5.1,.4
545,안산,2020-01-18,-2.3,-8.6,6.1,.4
545,안산,2020-01-19,1.2,-5.2,6.7,.6
545,안산,2020-01-20,.9,-3.9,6.8,1.1
545,안산,2020-01-21,-2.4,-9.1,5.7,.5
545,안산,2020-01-22,.9,-3,6.3,.4
545,안산,2020-01-23,2.2,-5,11.7,.7
545,안산,2020-01-24,1,-5.2,8,.8
545,안산,2020-01-25,.8,-4.5,8.9,.4
545,안산,2020-01-26,4.5,-5.1,12.8,.9
545,안산,2020-01-27,6,3.6,8.1,2
545,안산,2020-01-28,7.4,3.7,12,1.3
545,안산,2020-01-29,4.6,-1.8,12.6,.6
545,안산,2020-01-30,3.1,-2.7,11.3,.5
545,안산,2020-01-31,1.5,-4.1,9,.5
545,안산,2020-02-01,.3,-5.9,8.6,.4
545,안산,2020-02-02,0,-6.5,6.4,.4
545,안산,2020-02-03,-.2,-4.8,4.5,1.1
545,안산,2020-02-04,-1.7,-9.5,5.5,1.3
545,안산,2020-02-05,-6.7,-9.7,-2.2,1.7
545,안산,2020-02-06,-6.7,-12.5,1,.7
545,안산,2020-02-07,-1.9,-10.1,3.3,.6
545,안산,2020-02-08,.8,-3.1,5.2,1.5
545,안산,2020-02-09,-1.9,-9.8,5.1,.6
545,안산,2020-02-10,1.9,-4.6,10.9,.6
545,안산,2020-02-11,4.2,-5.7,15.4,.5
545,안산,2020-02-12,6.4,3.2,8.4,.5
545,안산,2020-02-13,5.6,2.2,8.7,.6
545,안산,2020-02-14,5,-.8,14.4,.6
545,안산,2020-02-15,7.3,-.4,16.8,1
545,안산,2020-02-16,-.6,-3,4.5,1.8
545,안산,2020-02-17,-4.5,-5.7,-2.2,2.8
545,안산,2020-02-18,-3.4,-7.9,1.8,1
545,안산,2020-02-19,.2,-7.2,6.4,.4
545,안산,2020-02-20,2.8,-3.4,11.8,.5
545,안산,2020-02-21,5.9,-1.8,13.8,.7
545,안산,2020-02-22,4.6,1,9.3,1.6
545,안산,2020-02-23,1.4,-5.4,8.7,.7
545,안산,2020-02-24,5.6,-3.5,14.5,.6
545,안산,2020-02-25,6.8,4.4,9.1,1.2
545,안산,2020-02-26,4.3,-1.4,12.5,.7
545,안산,2020-02-27,4.1,-2.2,12.6,.6
545,안산,2020-02-28,3.9,-.8,5.5,.4
545,안산,2020-02-29,6.5,.9,13,.8
545,안산,2020-03-01,4.7,-.8,10.1,.7
545,안산,2020-03-02,2.9,-2.2,7.3,1.5
545,안산,2020-03-03,3.7,-2.9,11.8,.8
545,안산,2020-03-04,3.1,-.2,7.2,1.8
545,안산,2020-03-05,1.1,-4,6.3,1.3
545,안산,2020-03-06,1.6,-6.9,10.4,.6
545,안산,2020-03-07,3.7,-3.8,13.8,.6
545,안산,2020-03-08,5.4,-3.2,17,.6
545,안산,2020-03-09,7.6,-1.9,16.5,.7
545,안산,2020-03-10,6.6,4.3,8,1.5
545,안산,2020-03-11,3.4,-2.5,8.8,1.6
545,안산,2020-03-12,5.1,-4.1,14.5,1.1
545,안산,2020-03-13,5.6,.4,10,1.4
545,안산,2020-03-14,3.6,-5.5,10.5,1.1
545,안산,2020-03-15,4.1,-1.4,10.6,2.3
545,안산,2020-03-16,3,-4.5,10.2,1.1
545,안산,2020-03-17,5.5,-.2,13.8,1.1
545,안산,2020-03-18,7.3,-3,18,.8
545,안산,2020-03-19,8.9,3.9,12.4,1.9
545,안산,2020-03-20,8,-1,15.4,1.3
545,안산,2020-03-21,10.8,1.3,19.6,1
545,안산,2020-03-22,9.7,4.5,17.8,1.3
545,안산,2020-03-23,7.3,-1,16.7,.9
545,안산,2020-03-24,8.1,-.6,18.2,.8
545,안산,2020-03-25,9.7,-.5,19.7,.8
545,안산,2020-03-26,13.1,3.2,21.5,.8
545,안산,2020-03-27,11.2,7.3,14.3,1.3
545,안산,2020-03-28,7.4,3.3,13.3,1.6
545,안산,2020-03-29,6.2,-3.3,15.6,.9
545,안산,2020-03-30,6.6,-1.7,15.3,.8
545,안산,2020-03-31,8.5,-1.3,17.7,.8
545,안산,2020-04-01,10.4,5,16.8,1.3
545,안산,2020-04-02,7.4,-.3,15.2,.9
545,안산,2020-04-03,8.3,.4,16,1.1
545,안산,2020-04-04,8.1,1.5,14.2,1.9
545,안산,2020-04-05,5.7,-2,12.3,1.2
545,안산,2020-04-06,7,-2.9,15.9,.9
545,안산,2020-04-07,8.3,.9,17.3,.9
545,안산,2020-04-08,7.6,-1,14.7,1.3
545,안산,2020-04-09,7.5,-1,14,1.2
545,안산,2020-04-10,8,.3,16,1
545,안산,2020-04-11,7,.6,14.6,.8
545,안산,2020-04-12,9.3,-.1,16.8,1.7
545,안산,2020-04-13,9.4,1.6,18.1,1.4
545,안산,2020-04-14,9.4,.7,18.9,.9
545,안산,2020-04-15,9.9,.5,19.5,.6
545,안산,2020-04-16,13.1,2.2,23.7,1.1
545,안산,2020-04-17,12.4,9.5,17.8,1.3
545,안산,2020-04-18,12.3,7.5,18.2,1.2
545,안산,2020-04-19,11.1,6.9,15.6,.9
545,안산,2020-04-20,10.3,6.3,14.9,1.4
545,안산,2020-04-21,7.7,2.8,11.9,1.7
545,안산,2020-04-22,7.8,4.8,11,2.5
545,안산,2020-04-23,9.1,4.9,13.7,2
545,안산,2020-04-24,8.9,-.6,15.3,1.9
545,안산,2020-04-25,13.1,5.3,18.7,2
545,안산,2020-04-26,11,2.7,18.4,1.3
545,안산,2020-04-27,10.9,4,18.6,1.1
545,안산,2020-04-28,12,2.5,20.4,1.1
545,안산,2020-04-29,12.7,5.7,21.3,1
545,안산,2020-04-30,15.5,3.2,23.3,1.3
545,안산,2020-05-01,19.3,13.4,26,1.2
545,안산,2020-05-02,20,17.3,25.2,1
545,안산,2020-05-03,20.1,14.1,26.4,.9
545,안산,2020-05-04,16.6,9.8,23,1.2
545,안산,2020-05-05,12,8.7,19.7,.6
545,안산,2020-05-06,15.4,6.2,25,.8
545,안산,2020-05-07,17.7,9.2,26.1,1
545,안산,2020-05-08,17.8,13.2,24.1,1
545,안산,2020-05-09,14.4,12.7,16.9,1.7
545,안산,2020-05-10,13.3,10.8,16.4,1
545,안산,2020-05-11,15.3,8.9,22.3,1.1
545,안산,2020-05-12,13.2,7.5,19.7,1.1
545,안산,2020-05-13,13.9,5.4,22.2,1
545,안산,2020-05-14,18.1,7.8,25.5,.8
545,안산,2020-05-15,15.8,14,19.7,1.3
545,안산,2020-05-16,15.8,13,18.4,.7
545,안산,2020-05-17,17.8,13.8,24.8,.9
545,안산,2020-05-18,18,12.5,26.9,1.2
545,안산,2020-05-19,13.4,8.4,19.7,1.5
545,안산,2020-05-20,13.4,7.4,20.6,.9
545,안산,2020-05-21,15.4,7.1,21.8,.7
